"","ID","MonthlyIncome"
"88",958,2661.92058374956
"89",959,9332.0355278656
"90",960,19954.3598559712
"91",961,2940.75942117051
"92",962,4612.55722186606
"93",963,5694.50816330547
"94",964,4808.44791527408
"95",965,2794.37479798194
"96",966,19241.3041468082
"97",967,2970.05627227374
"98",968,8812.57699133913
"99",969,16430.9018644509
"100",970,2818.32691150576
"101",971,5591.22189544012
"102",972,5721.40525487685
"103",973,2779.71576870326
"104",974,2648.94627939729
"105",975,5871.55802341164
"106",976,2870.25659623303
"107",977,5960.76470086123
"108",978,2940.75942117051
"109",979,9453.2530143891
"110",980,18750.8112223624
"111",981,2606.99695378489
"112",982,9026.53226322902
"113",983,2584.81276811151
"114",984,2399.70965828507
"115",985,5696.40054479444
"116",986,3062.73950803166
"117",987,2779.68153296907
"118",988,5101.38437800598
"119",989,9668.51411423427
"120",990,2894.17447402266
"121",991,4635.31996057937
"122",992,3011.77872971972
"123",993,4699.48770759933
"124",994,5646.07535076082
"125",995,5207.17017293066
"126",996,5071.74068838132
"127",997,2895.81320045049
"128",998,16618.5378395694
"129",999,9184.16460837218
"130",1000,2666.56331500359
"131",1001,4827.00052783932
"132",1002,4152.92066066829
"133",1003,4674.74889725378
"134",1004,6411.04176071899
"135",1005,3261.86941404696
"136",1006,5672.48266700482
"137",1007,2387.99560705395
"138",1008,5890.75165125114
"139",1009,18966.7425658845
"140",1010,4363.32060075384
"141",1011,9516.7505177321
"142",1012,4817.86844573365
"143",1013,5692.50786778569
"144",1014,4589.58704303762
"145",1015,5695.73030111748
"146",1016,2871.76342018286
"147",1017,2736.57636461368
"148",1018,8449.09889631267
"149",1019,9014.8182119979
"150",1020,2342.75242677116
"151",1021,5667.10369369121
"152",1022,4755.27355462206
"153",1023,4730.27259625144
"154",1024,9183.67871261974
"155",1025,15911.4433279245
"156",1026,18455.1780231351
"157",1027,4483.5563640772
"158",1028,5388.98067478135
"159",1029,5453.14842180131
"160",1030,8262.31089562822
"161",1031,5584.88681752261
"162",1032,3041.38002976714
"163",1033,12478.3879031013
"164",1034,2624.69550313511
"165",1035,4282.08736245621
"166",1036,2858.54254500191
"167",1037,5660.76861577369
"168",1038,8254.48952140585
"169",1039,12580.4965492468
"170",1040,5759.3461540024
"171",1041,2521.95084904683
"172",1042,3007.99717139928
"173",1043,8836.82776760131
"174",1044,5984.32100955891
"175",1045,2556.70769866105
"176",1046,2356.4971296813
"177",1047,5942.06084834912
"178",1048,12454.7193510435
"179",1049,3185.98761579588
"180",1050,5573.06953210858
"181",1051,9608.41078208917
"182",1052,2831.67968916471
"183",1053,5814.86985300005
"184",1054,2940.75942117051
"185",1055,2902.148278368
"186",1056,2686.92141425702
"187",1057,5870.88777973468
"188",1058,16090.104015998
"189",1059,4940.82322521595
"190",1060,2946.13839448411
"191",1061,4873.28102604298
"192",1062,6257.63810784673
"193",1063,5872.49860770206
"194",1064,2425.93650617949
"195",1065,5626.62103904895
"196",1066,2756.46813459059
"197",1067,3641.27840530238
"198",1068,19256.5796360255
"199",1069,5476.72895438653
"200",1070,2633.22380167931
"201",1071,2610.77851210533
"202",1072,6145.45546684019
"203",1073,2496.9558147287
"204",1074,5830.36546255161
"205",1075,4961.33483273493
"206",1076,16317.7494107513
"207",1077,18990.9933421467
"208",1078,4420.9108903403
"209",1079,4674.74889725378
"210",1080,4953.35507031898
"211",1081,3083.87896965037
"212",1082,3040.32243222435
"213",1083,2311.4435651259
"214",1084,5894.74908844446
"215",1085,9149.0555777078
"216",1086,9346.97201242851
"217",1087,5553.28099631458
"218",1088,2450.92190373636
"219",1089,3110.10581754479
"220",1090,5451.17235016907
"221",1091,5596.60086875373
"222",1092,5724.08307436547
"223",1093,12472.3386861108
"224",1094,5489.11324929462
"225",1095,5308.24026640334
"226",1096,6149.34814384894
"227",1097,3231.74988914379
"228",1098,2748.89664431696
"229",1099,2762.8032125081
"230",1100,6225.22994210003
"231",1101,18908.7764659781
"232",1102,5604.91201830348
"233",1103,5346.39704440177
"234",1104,9761.09946947769
"235",1105,3185.98761579588
"236",1106,2978.03007661909
"237",1107,3054.58211854713
"238",1108,4690.84365957702
"239",1109,5552.61075263762
"240",1110,5722.62739268886
"241",1111,5734.34532349493
"242",1112,12375.6151194606
"243",1113,12545.2944143075
"244",1114,5945.7098667564
"245",1115,9524.41056269005
"246",1116,2875.92143047358
"247",1117,6528.75713510437
"248",1118,4080.89847988702
"249",1119,9384.361017419
"250",1120,2615.6410018072
"251",1121,9216.23675885673
"252",1122,16212.0042922909
"253",1123,4642.23616738192
"254",1124,15617.6337702064
"255",1125,2897.95603234309
"256",1126,2425.02959751565
"257",1127,2648.31027145452
"258",1128,4552.31638758904
"259",1129,16259.4504123723
"260",1130,2724.62564839569
"261",1131,12603.7441833595
"262",1132,16119.4008671013
"263",1133,5890.75165125114
"264",1134,2470.31982705793
"265",1135,2838.68501075919
"266",1136,2560.56199184933
"267",1137,3104.27130463799
"268",1138,5666.43345001425
"269",1139,9204.52270762561
"270",1140,15923.0649302786
"271",1141,5619.29660873135
"272",1142,5874.39098919103
"273",1143,9667.53011116992
"274",1144,5646.74559443778
"275",1145,4246.92084561376
"276",1146,5629.16279456566
"277",1147,4378.10750151288
"278",1148,2719.99982368069
"279",1149,2826.93672379388
"280",1150,5657.23750785689
"281",1151,2935.22668779167
"282",1152,5704.13768415292
"283",1153,5184.89314208099
"284",1154,2604.70453808842
"285",1155,6452.87533685328
"286",1156,12759.3578934588
"287",1157,2399.70965828507
"288",1158,5033.79978925578
"289",1159,2762.76897677392
"290",1160,5917.81007208693
"291",1161,3110.10581754479
"292",1162,9289.77536665581
"293",1163,2945.50238654134
"294",1164,9365.65716490689
"295",1165,2851.6706542114
"296",1166,2394.43802880684
"297",1167,9276.40706868337
"298",1168,5553.28099631458
"299",1169,3007.99717139928
"300",1170,3125.60142709635
